2496803,0,0
5006439,0,0
2426616,1,0
6119744,0,0
116055,0,0
14682122,0,0
11026853,0,0
4216459,0,0
4216458,0,0
2494709,0,0
2645543,0,0
8746715,0,0
3103107,0,0
15971300,0,0
3054621,0,0
7242280,0,0
2120379,0,0
1115979,0,0
6811766,0,0
16750004,0,0
4975723,0,0
15968616,0,0
7207421,0,0
6294594,0,0
7303870,0,0
2552480,0,0
4984631,0,0
8722422,0,0
7321784,0,0
2819218,0,0
3842133,0,0
7754363,0,0
6788732,0,0
4624127,0,0
472125,0,0
1675601,0,0
6810544,0,0
16332586,0,0
96079,0,0
15341434,0,0
6798850,0,0
17050015,0,0
7754141,0,0
8248792,0,0
205754,0,0
7020583,0,0
2513831,0,0
4089022,0,0
2548234,0,0
12599579,0,0
16163204,0,0
6432244,0,0
11770519,0,0
7322062,0,0
2839437,0,0
2494725,0,0
7798751,0,0
11710239,0,0
3010758,0,0
2304477,0,0
6304920,0,0
6164832,0,0
339539,0,0
9417636,0,0
4063646,0,0
10876625,0,0
5980824,0,0
2068164,0,0
16075489,0,0
16138338,0,0
4216911,0,0
16201559,0,0
3671503,0,0
2126869,0,0
4975194,0,0
5559533,0,0
2176456,0,0
1570451,0,0
6907594,0,0
110473,0,0
4990702,0,0
110474,0,0
17162816,0,0
7410085,0,0
96080,0,0
2105536,0,0
17629224,0,0
5653430,0,0
10853741,0,0
10853742,0,0
11417500,0,0
9263789,0,0
3150934,0,0
4595340,0,0
11458430,0,0
7491409,0,0
149099,0,0
4218290,0,0
4214365,0,0
504567,0,0
2556878,0,0
6411059,0,0
10549476,0,0
5445533,0,0
1837231,0,0
16537190,0,0
9176673,0,0
2826834,0,0
2826833,0,0
4621620,0,0
6285803,0,0
117009,0,0
748246,0,0
6598018,0,0
6795160,0,0
1668055,0,0
9839514,0,0
4981812,0,0
4800969,0,0
2855111,0,0
6275234,0,0
7134454,0,0
7397705,0,0
6416049,0,0
7360894,0,0
2494748,0,0
5047594,0,0
1902272,0,0
8085216,0,0
6440318,0,0
2321950,0,0
6692429,0,0
672068,0,0
12534079,0,0
3116554,0,0
3116553,0,0
9226307,0,0
413407,0,0
12924692,0,0
8876895,0,0
10994745,0,0
12001667,0,0
7321783,0,0
6808894,0,0
96069,0,0
4910485,0,0
4888450,0,0
1681880,0,0
4431802,0,0
6412374,0,0
12602559,0,0
6252410,0,0
6794699,0,0
96067,0,0
2223971,0,0
6796993,0,0
8366284,0,0
10346748,0,0
6806212,0,0
4021755,0,0
18035219,0,0
8742908,0,0
2300887,0,0
6820995,0,0
9594633,0,0
2751606,0,0
127916,0,0
15800346,0,0
2494745,0,0
6821006,0,0
3786404,0,0
12408319,0,0
8531877,0,0
6810471,0,0
2537482,0,0
9211409,0,0
103635,0,0
6375292,0,0
116102,0,0
7816947,0,0
17476135,0,0
11762033,0,0
16700315,0,0
16859000,0,0
4218881,0,0
3831931,0,0
3920687,0,0
15992703,0,0
6267760,0,0
4089907,0,0
6717638,0,0
15465468,0,0
99404,0,0
11495825,0,0
17148768,0,0
811945,0,0
1907311,0,0
6283875,0,0
2494731,0,0
6319994,0,0
811948,0,0
16223173,0,0
11183921,0,0
6314247,0,0
8350836,0,0
11677099,0,0
4363147,0,0
1167420,0,0
4960303,0,0
690494,0,0
4623588,0,0
15984140,0,0
9476918,0,0
527052,0,0
8213629,0,0
6435139,0,0
6435138,0,0
3001636,0,0
15462423,0,0
4964582,0,0
4964581,0,0
2173134,0,0
7975389,0,0
6787572,0,0
17233123,0,0
6252911,0,0
16457247,0,0
489293,0,0
232501,0,0
8994173,0,0
15341447,0,0
96060,0,0
96061,0,0
96063,0,0
6794153,0,0
2880124,0,0
6820990,0,0
7597216,0,0
6433871,0,0
6820999,0,0
6820998,0,0
499137,0,0
5986864,0,0
9645836,1,0
103077,0,0
2512402,0,0
16085579,0,0
1560887,0,0
2539487,0,0
10858115,0,0
6289037,0,0
10218540,0,0
2494730,0,0
6778545,0,0
3041169,0,0
8391134,0,0
7256810,0,0
17909348,0,0
9205912,1,0
17388153,0,0
416314,0,0
6246455,0,0
3319936,0,0
2837092,0,0
7037697,0,0
10544687,0,0
17500444,0,0
12063014,0,0
7321806,0,0
12852554,0,0
15104004,0,0
10428682,0,0
6819268,0,0
2154045,0,0
2154044,0,0
6795419,0,0
6813906,0,0
12725130,0,0
8600513,0,0
6772317,0,0
6772316,0,0
6818198,0,0
713982,0,0
634061,0,0
7302243,0,0
12101706,0,0
12101704,0,0
3645695,0,0
4216500,0,0
1964214,0,0
6317923,0,0
6433653,0,0
96847,0,0
577025,0,0
1631193,0,0
11187344,0,0
15172138,0,0
2667327,0,0
7338845,0,0
3111992,0,0
3088595,0,0
7231059,0,0
504574,0,0
1360077,0,0
4988996,0,0
97728,0,0
3212046,0,0
2034114,0,0
114746,0,0
4462364,0,0
5260222,0,0
6798396,0,0
10225703,0,0
12520235,0,0
1731120,0,0
4792265,0,0
12520230,0,0
916840,0,0
15050354,0,0
2405532,0,0
4345381,0,0
11503569,0,0
3095941,0,0
6251296,0,0
7303019,0,0
16882999,0,0
737406,0,0
107651,0,0
6326364,0,0
672069,0,0
6819262,0,0
8259351,0,0
3097960,0,0
96057,0,0
16913005,0,0
4340051,0,0
108497,0,0
96053,0,0
2120780,0,0
15552095,0,0
96058,0,0
17967323,0,0
16585718,0,0
8524422,0,0
16585717,0,0
11351958,0,0
4209206,0,0
2300885,0,0
6423025,0,0
7403273,0,0
4162240,0,0
6091029,0,0
1848941,0,0
8839418,0,0
17403623,0,0
7376314,0,0
972591,0,0
11227786,0,0
4375175,0,0
8040042,0,0
10804995,0,0
2837896,0,0
4987287,0,0
6767664,0,0
997853,0,0
16332585,0,0
118947,0,0
16161262,0,0
5473345,0,0
2539610,0,0
6407394,0,0
6771243,0,0
113640,0,0
6058655,0,0
